server_generation,latency_sensitivity,time_step,capacity,demand
CPU.S2,low,34,0.0,0.0
CPU.S2,medium,34,0.0,0.0
CPU.S2,high,34,0.0,0.0
CPU.S3,low,34,0.0,0.0
CPU.S3,medium,34,0.0,0.0
CPU.S3,high,34,0.0,0.0
CPU.S4,low,34,0.0,0.0
CPU.S4,medium,34,0.0,0.0
CPU.S4,high,34,0.0,0.0
GPU.S1,low,34,176.59807586158146,167.0
GPU.S1,medium,34,465.0,465.0
GPU.S1,high,34,1818.1182152019232,1411.0
GPU.S2,low,34,0.0,0.0
GPU.S2,medium,34,0.0,0.0
GPU.S2,high,34,0.0,0.0
GPU.S3,low,34,0.0,0.0
GPU.S3,medium,34,0.0,0.0
GPU.S3,high,34,0.0,0.0
CPU.S1,low,35,0.0,239650.0
CPU.S1,medium,35,370201.90528214537,622939.0
CPU.S1,high,35,362385.0,482385.0
CPU.S2,low,35,0.0,0.0
CPU.S2,medium,35,0.0,0.0
CPU.S2,high,35,0.0,0.0
CPU.S3,low,35,0.0,0.0
CPU.S3,medium,35,0.0,0.0
CPU.S3,high,35,0.0,0.0
CPU.S4,low,35,0.0,0.0
CPU.S4,medium,35,0.0,0.0
CPU.S4,high,35,0.0,0.0
GPU.S1,low,35,149.0,149.0
GPU.S1,medium,35,452.0,452.0
GPU.S1,high,35,1703.0,1703.0
GPU.S2,low,35,0.0,0.0
GPU.S2,medium,35,0.0,0.0
GPU.S2,high,35,0.0,0.0
GPU.S3,low,35,0.0,0.0
GPU.S3,medium,35,0.0,0.0
GPU.S3,high,35,0.0,0.0
CPU.S1,low,36,0.0,313709.0
CPU.S1,medium,36,370201.90528214537,679151.0
CPU.S1,high,36,405018.5294117647,546705.0
CPU.S2,low,36,0.0,0.0
CPU.S2,medium,36,0.0,0.0
CPU.S2,high,36,0.0,0.0
CPU.S3,low,36,0.0,0.0
CPU.S3,medium,36,0.0,0.0
CPU.S3,high,36,0.0,0.0
CPU.S4,low,36,0.0,0.0
CPU.S4,medium,36,0.0,0.0
CPU.S4,high,36,0.0,0.0
GPU.S1,low,36,44.0,44.0
GPU.S1,medium,36,495.0,495.0
GPU.S1,high,36,1851.0,1851.0
GPU.S2,low,36,0.0,0.0
GPU.S2,medium,36,0.0,0.0
GPU.S2,high,36,0.0,0.0
GPU.S3,low,36,0.0,0.0
GPU.S3,medium,36,0.0,0.0
GPU.S3,high,36,0.0,0.0
CPU.S1,low,37,0.0,266251.0
CPU.S1,medium,37,406866.7976711428,641868.0
CPU.S1,high,37,372816.26604157034,475529.0
CPU.S2,low,37,9462.0,9462.0
CPU.S2,medium,37,5626.0,5626.0
CPU.S2,high,37,300.0,300.0
CPU.S3,low,37,0.0,0.0
CPU.S3,medium,37,0.0,0.0
CPU.S3,high,37,0.0,0.0
CPU.S4,low,37,0.0,0.0
CPU.S4,medium,37,0.0,0.0
CPU.S4,high,37,0.0,0.0
GPU.S1,low,37,288.0,288.0
GPU.S1,medium,37,571.0,571.0
GPU.S1,high,37,1902.0,1902.0
GPU.S2,low,37,0.0,0.0
GPU.S2,medium,37,0.0,0.0
GPU.S2,high,37,0.0,0.0
GPU.S3,low,37,0.0,0.0
GPU.S3,medium,37,0.0,0.0
GPU.S3,high,37,0.0,0.0
CPU.S1,low,38,0.0,317780.0
CPU.S1,medium,38,398509.5988420568,604674.0
CPU.S1,high,38,364109.80825061566,429366.0
CPU.S2,low,38,18320.0,18320.0
CPU.S2,medium,38,8025.445195202659,8383.0
CPU.S2,high,38,278.4312454865005,712.0
CPU.S3,low,38,0.0,0.0
CPU.S3,medium,38,0.0,0.0
CPU.S3,high,38,0.0,0.0
CPU.S4,low,38,0.0,0.0
CPU.S4,medium,38,0.0,0.0
CPU.S4,high,38,0.0,0.0
GPU.S1,low,38,212.7532192032403,137.0
GPU.S1,medium,38,620.0,620.0
GPU.S1,high,38,1821.0,1821.0
GPU.S2,low,38,0.0,0.0
GPU.S2,medium,38,0.0,0.0
GPU.S2,high,38,0.0,0.0
GPU.S3,low,38,0.0,0.0
GPU.S3,medium,38,0.0,0.0
GPU.S3,high,38,0.0,0.0
CPU.S1,low,39,70052.68931970847,295633.0
CPU.S1,medium,39,384998.1340046364,476361.0
CPU.S1,high,39,334604.0,334604.0
CPU.S2,low,39,26097.0,26097.0
CPU.S2,medium,39,8035.0,8035.0
CPU.S2,high,39,289.42195110773594,196.0
CPU.S3,low,39,0.0,0.0
CPU.S3,medium,39,0.0,0.0
CPU.S3,high,39,0.0,0.0
CPU.S4,low,39,0.0,0.0
CPU.S4,medium,39,0.0,0.0
CPU.S4,high,39,0.0,0.0
GPU.S1,low,39,171.0,171.0
GPU.S1,medium,39,746.0,746.0
GPU.S1,high,39,2242.0,2242.0
GPU.S2,low,39,0.0,0.0
GPU.S2,medium,39,0.0,0.0
GPU.S2,high,39,0.0,0.0
GPU.S3,low,39,0.0,0.0
GPU.S3,medium,39,0.0,0.0
GPU.S3,high,39,0.0,0.0
CPU.S1,low,40,71219.77106793647,295172.0
CPU.S1,medium,40,414116.91070151294,423791.0
CPU.S1,high,40,291778.0,291778.0
CPU.S2,low,40,33592.85283736982,34485.0
CPU.S2,medium,40,12445.0,12445.0
CPU.S2,high,40,595.8746082755112,1611.0
CPU.S3,low,40,0.0,0.0
CPU.S3,medium,40,0.0,0.0
CPU.S3,high,40,0.0,0.0
CPU.S4,low,40,0.0,0.0
CPU.S4,medium,40,0.0,0.0
CPU.S4,high,40,0.0,0.0
GPU.S1,low,40,535.3165068394712,231.0
GPU.S1,medium,40,728.9041816258444,698.0
GPU.S1,high,40,1948.3956662087976,1648.0
GPU.S2,low,40,0.0,0.0
GPU.S2,medium,40,0.0,0.0
GPU.S2,high,40,0.0,0.0
GPU.S3,low,40,0.0,0.0
GPU.S3,medium,40,0.0,0.0
GPU.S3,high,40,0.0,0.0
CPU.S1,low,41,101874.24833868655,318037.0
CPU.S1,medium,41,414116.91070151294,455084.0
CPU.S1,high,41,260187.0,260187.0
CPU.S2,low,41,34348.0,34348.0
CPU.S2,medium,41,12841.0,12841.0
CPU.S2,high,41,538.0,538.0
CPU.S3,low,41,0.0,0.0
CPU.S3,medium,41,0.0,0.0
CPU.S3,high,41,0.0,0.0
CPU.S4,low,41,0.0,0.0
CPU.S4,medium,41,0.0,0.0
CPU.S4,high,41,0.0,0.0
GPU.S1,low,41,503.2975525881346,361.0
GPU.S1,medium,41,684.5448053193873,639.0
GPU.S1,high,41,1974.0,1974.0
GPU.S2,low,41,0.0,0.0
GPU.S2,medium,41,0.0,0.0
GPU.S2,high,41,0.0,0.0
GPU.S3,low,41,0.0,0.0
GPU.S3,medium,41,0.0,0.0
GPU.S3,high,41,0.0,0.0
CPU.S1,low,42,113781.4176040385,417755.0
CPU.S1,medium,42,412548.910517878,561889.0
CPU.S1,high,42,261758.87053842415,304852.0
CPU.S2,low,42,40346.18487842985,57894.0
CPU.S2,medium,42,17671.026120825383,20083.0
CPU.S2,high,42,322.0,322.0
CPU.S3,low,42,0.0,0.0
CPU.S3,medium,42,0.0,0.0
CPU.S3,high,42,0.0,0.0
CPU.S4,low,42,0.0,0.0
CPU.S4,medium,42,0.0,0.0
CPU.S4,high,42,0.0,0.0
GPU.S1,low,42,362.0,362.0
GPU.S1,medium,42,569.0,569.0
GPU.S1,high,42,2770.0,2770.0
GPU.S2,low,42,0.0,0.0
GPU.S2,medium,42,0.0,0.0
GPU.S2,high,42,0.0,0.0
GPU.S3,low,42,0.0,0.0
GPU.S3,medium,42,0.0,0.0
GPU.S3,high,42,0.0,0.0
CPU.S1,low,43,159949.35786855975,283279.0
CPU.S1,medium,43,402246.99552364566,443419.0
CPU.S1,high,43,210087.31102836403,199986.0
CPU.S2,low,43,49630.0,49630.0
CPU.S2,medium,43,17850.92135865797,21066.0
CPU.S2,high,43,182.0,182.0
CPU.S3,low,43,0.0,0.0
CPU.S3,medium,43,0.0,0.0
CPU.S3,high,43,0.0,0.0
CPU.S4,low,43,0.0,0.0
CPU.S4,medium,43,0.0,0.0
CPU.S4,high,43,0.0,0.0
GPU.S1,low,43,309.0,309.0
GPU.S1,medium,43,691.0,691.0
GPU.S1,high,43,3229.0,3229.0
GPU.S2,low,43,0.0,0.0
GPU.S2,medium,43,0.0,0.0
GPU.S2,high,43,0.0,0.0
GPU.S3,low,43,0.0,0.0
GPU.S3,medium,43,0.0,0.0
GPU.S3,high,43,0.0,0.0
CPU.S1,low,44,160394.55107689864,272970.0
CPU.S1,medium,44,410070.841487259,423241.0
CPU.S1,high,44,209270.91930125575,220200.0
CPU.S2,low,44,53243.898127534405,53664.0
CPU.S2,medium,44,18707.611852652306,19452.0
CPU.S2,high,44,162.8421052631579,0.0
CPU.S3,low,44,0.0,0.0
CPU.S3,medium,44,0.0,0.0
CPU.S3,high,44,0.0,0.0
CPU.S4,low,44,0.0,0.0
CPU.S4,medium,44,0.0,0.0
CPU.S4,high,44,0.0,0.0
GPU.S1,low,44,598.0,598.0
GPU.S1,medium,44,693.0,693.0
GPU.S1,high,44,3770.0,3770.0
GPU.S2,low,44,0.0,0.0
GPU.S2,medium,44,0.0,0.0
GPU.S2,high,44,0.0,0.0
GPU.S3,low,44,0.0,0.0
GPU.S3,medium,44,0.0,0.0
GPU.S3,high,44,0.0,0.0
CPU.S1,low,45,160394.5510768986,267921.0
CPU.S1,medium,45,410070.841487259,429546.0
CPU.S1,high,45,220661.6422013905,197788.0
CPU.S2,low,45,49854.11991155505,51073.0
CPU.S2,medium,45,18794.0,18794.0
CPU.S2,high,45,2973.0,2973.0
CPU.S3,low,45,0.0,0.0
CPU.S3,medium,45,0.0,0.0
CPU.S3,high,45,0.0,0.0
CPU.S4,low,45,0.0,0.0
CPU.S4,medium,45,0.0,0.0
CPU.S4,high,45,0.0,0.0
GPU.S1,low,45,352.0,352.0
GPU.S1,medium,45,579.6859290041376,800.0
GPU.S1,high,45,4199.0,4199.0
GPU.S2,low,45,0.0,0.0
GPU.S2,medium,45,0.0,0.0
GPU.S2,high,45,0.0,0.0
GPU.S3,low,45,0.0,0.0
GPU.S3,medium,45,0.0,0.0
GPU.S3,high,45,0.0,0.0
CPU.S1,low,46,175616.23200043893,233670.0
CPU.S1,medium,46,386154.16807751555,406615.0
CPU.S1,high,46,206733.0,206733.0
CPU.S2,low,46,49628.23814959124,59505.0
CPU.S2,medium,46,27837.0,27837.0
CPU.S2,high,46,4649.0,4649.0
CPU.S3,low,46,0.0,0.0
CPU.S3,medium,46,0.0,0.0
CPU.S3,high,46,0.0,0.0
CPU.S4,low,46,0.0,0.0
CPU.S4,medium,46,0.0,0.0
CPU.S4,high,46,0.0,0.0
GPU.S1,low,46,456.9054052456809,349.0
GPU.S1,medium,46,807.0,807.0
GPU.S1,high,46,3855.0,3855.0
GPU.S2,low,46,0.0,0.0
GPU.S2,medium,46,0.0,0.0
GPU.S2,high,46,0.0,0.0
GPU.S3,low,46,0.0,0.0
GPU.S3,medium,46,0.0,0.0
GPU.S3,high,46,0.0,0.0
CPU.S1,low,47,169518.39027971518,192424.0
CPU.S1,medium,47,357781.6505489416,368888.0
CPU.S1,high,47,212327.6369619916,202560.0
CPU.S2,low,47,51627.14094496876,84499.0
CPU.S2,medium,47,27112.485062374846,38561.0
CPU.S2,high,47,9212.0,9212.0
CPU.S3,low,47,0.0,0.0
CPU.S3,medium,47,0.0,0.0
CPU.S3,high,47,0.0,0.0
CPU.S4,low,47,0.0,0.0
CPU.S4,medium,47,0.0,0.0
CPU.S4,high,47,0.0,0.0
GPU.S1,low,47,465.2295188255288,225.0
GPU.S1,medium,47,877.966831483804,744.0
GPU.S1,high,47,3854.9999999999995,3489.0
GPU.S2,low,47,0.0,0.0
GPU.S2,medium,47,0.0,0.0
GPU.S2,high,47,0.0,0.0
GPU.S3,low,47,0.0,0.0
GPU.S3,medium,47,0.0,0.0
GPU.S3,high,47,0.0,0.0
CPU.S1,low,48,184254.0,184254.0
CPU.S1,medium,48,355168.0,355168.0
CPU.S1,high,48,207900.51500243033,233369.0
CPU.S2,low,48,52245.60496873399,121998.0
CPU.S2,medium,48,32917.15264362066,44858.0
CPU.S2,high,48,22908.0,22908.0
CPU.S3,low,48,0.0,0.0
CPU.S3,medium,48,0.0,0.0
CPU.S3,high,48,0.0,0.0
CPU.S4,low,48,0.0,0.0
CPU.S4,medium,48,0.0,0.0
CPU.S4,high,48,0.0,0.0
GPU.S1,low,48,430.26082915536375,182.0
GPU.S1,medium,48,763.0,763.0
GPU.S1,high,48,3845.0,3845.0
GPU.S2,low,48,0.0,0.0
GPU.S2,medium,48,0.0,0.0
GPU.S2,high,48,0.0,0.0
GPU.S3,low,48,0.0,0.0
GPU.S3,medium,48,0.0,0.0
GPU.S3,high,48,0.0,0.0
CPU.S1,low,49,201219.1294329861,185448.0
CPU.S1,medium,49,355167.99999999994,329196.0
CPU.S1,high,49,220602.00000000003,195852.0
CPU.S2,low,49,51746.3725086124,136455.0
CPU.S2,medium,49,32917.15264362066,59709.0
CPU.S2,high,49,23358.0,23358.0
CPU.S3,low,49,0.0,0.0
CPU.S3,medium,49,0.0,0.0
CPU.S3,high,49,0.0,0.0
CPU.S4,low,49,0.0,0.0
CPU.S4,medium,49,0.0,0.0
CPU.S4,high,49,0.0,0.0
GPU.S1,low,49,11.0,11.0
GPU.S1,medium,49,636.0,636.0
GPU.S1,high,49,4128.0,4128.0
GPU.S2,low,49,2.0,2.0
GPU.S2,medium,49,7.0,7.0
GPU.S2,high,49,56.0,56.0
GPU.S3,low,49,0.0,0.0
GPU.S3,medium,49,0.0,0.0
GPU.S3,high,49,0.0,0.0
CPU.S1,low,50,201219.1294329861,180979.0
CPU.S1,medium,50,396952.4705882352,348452.0
CPU.S1,high,50,220602.0,220602.0
CPU.S2,low,50,50333.98878696928,144977.0
CPU.S2,medium,50,32917.15264362066,75115.0
CPU.S2,high,50,24032.673937451116,25347.0
CPU.S3,low,50,0.0,0.0
CPU.S3,medium,50,0.0,0.0
CPU.S3,high,50,0.0,0.0
CPU.S4,low,50,0.0,0.0
CPU.S4,medium,50,0.0,0.0
CPU.S4,high,50,0.0,0.0
GPU.S1,low,50,168.0,168.0
GPU.S1,medium,50,473.0,473.0
GPU.S1,high,50,5071.0,5071.0
GPU.S2,low,50,1.0,1.0
GPU.S2,medium,50,7.0,7.0
GPU.S2,high,50,76.0,76.0
GPU.S3,low,50,0.0,0.0
GPU.S3,medium,50,0.0,0.0
GPU.S3,high,50,0.0,0.0
CPU.S1,low,51,194027.04511346392,167810.0
CPU.S1,medium,51,392956.3955627519,318681.0
CPU.S1,high,51,209843.2241407625,206667.0
CPU.S2,low,51,53243.898127534405,116749.0
CPU.S2,medium,51,32917.15264362066,43472.0
CPU.S2,high,51,26183.0,26183.0
CPU.S3,low,51,0.0,0.0
CPU.S3,medium,51,0.0,0.0
CPU.S3,high,51,0.0,0.0
CPU.S4,low,51,0.0,0.0
CPU.S4,medium,51,0.0,0.0
CPU.S4,high,51,0.0,0.0
GPU.S1,low,51,181.1359565915905,246.0
GPU.S1,medium,51,617.0,617.0
GPU.S1,high,51,5236.098872943672,5754.0
GPU.S2,low,51,0.0,0.0
GPU.S2,medium,51,8.0,8.0
GPU.S2,high,51,76.0,76.0
GPU.S3,low,51,0.0,0.0
GPU.S3,medium,51,0.0,0.0
GPU.S3,high,51,0.0,0.0
CPU.S1,low,52,204749.14961990112,178692.0
CPU.S1,medium,52,355167.99999999994,333788.0
CPU.S1,high,52,189000.82808404774,174708.0
CPU.S2,low,52,61224.770567090105,117187.0
CPU.S2,medium,52,16090.846717596687,12468.0
CPU.S2,high,52,31712.0,31712.0
CPU.S3,low,52,0.0,0.0
CPU.S3,medium,52,0.0,0.0
CPU.S3,high,52,0.0,0.0
CPU.S4,low,52,0.0,0.0
CPU.S4,medium,52,0.0,0.0
CPU.S4,high,52,0.0,0.0
GPU.S1,low,52,252.0,252.0
GPU.S1,medium,52,855.0,855.0
GPU.S1,high,52,5301.0,5301.0
GPU.S2,low,52,3.0,3.0
GPU.S2,medium,52,12.0,12.0
GPU.S2,high,52,99.0,99.0
GPU.S3,low,52,0.0,0.0
GPU.S3,medium,52,0.0,0.0
GPU.S3,high,52,0.0,0.0
CPU.S1,low,53,210584.9098096387,218524.0
CPU.S1,medium,53,355167.99999999994,379542.0
CPU.S1,high,53,210551.0,210551.0
CPU.S2,low,53,60096.27541325349,131636.0
CPU.S2,medium,53,16752.316569719595,24474.0
CPU.S2,high,53,30751.069139375468,39442.0
CPU.S3,low,53,0.0,0.0
CPU.S3,medium,53,0.0,0.0
CPU.S3,high,53,0.0,0.0
CPU.S4,low,53,0.0,0.0
CPU.S4,medium,53,0.0,0.0
CPU.S4,high,53,0.0,0.0
GPU.S1,low,53,410.2809916082464,277.0
GPU.S1,medium,53,823.8253243004297,718.0
GPU.S1,high,53,4911.602620352198,4703.0
GPU.S2,low,53,6.0,6.0
GPU.S2,medium,53,14.0,14.0
GPU.S2,high,53,123.0,123.0
GPU.S3,low,53,0.0,0.0
GPU.S3,medium,53,0.0,0.0
GPU.S3,high,53,0.0,0.0
CPU.S1,low,54,213495.9151454755,309140.0
CPU.S1,medium,54,374687.61386781756,427622.0
CPU.S1,high,54,191379.0,191379.0
CPU.S2,low,54,63557.72095864198,118226.0
CPU.S2,medium,54,17106.0,17106.0
CPU.S2,high,54,33630.31771071904,41446.0
CPU.S3,low,54,0.0,0.0
CPU.S3,medium,54,0.0,0.0
CPU.S3,high,54,0.0,0.0
CPU.S4,low,54,0.0,0.0
CPU.S4,medium,54,0.0,0.0
CPU.S4,high,54,0.0,0.0
GPU.S1,low,54,400.0,400.0
GPU.S1,medium,54,752.7832388530094,680.0
GPU.S1,high,54,4611.0,4611.0
GPU.S2,low,54,9.0,9.0
GPU.S2,medium,54,30.0,30.0
GPU.S2,high,54,122.0,122.0
GPU.S3,low,54,0.0,0.0
GPU.S3,medium,54,0.0,0.0
GPU.S3,high,54,0.0,0.0
CPU.S1,low,55,245108.90964811828,248182.0
CPU.S1,medium,55,376463.80560505425,347643.0
CPU.S1,high,55,168364.54245650562,152171.0
CPU.S2,low,55,60360.00000000001,78389.0
CPU.S2,medium,55,16826.50874369239,7576.0
CPU.S2,high,55,27437.03434782957,27124.0
CPU.S3,low,55,0.0,0.0
CPU.S3,medium,55,0.0,0.0
CPU.S3,high,55,0.0,0.0
CPU.S4,low,55,0.0,0.0
CPU.S4,medium,55,0.0,0.0
CPU.S4,high,55,0.0,0.0
GPU.S1,low,55,454.8293180982454,353.0
GPU.S1,medium,55,944.135615218608,783.0
GPU.S1,high,55,4889.0,4889.0
GPU.S2,low,55,13.0,13.0
GPU.S2,medium,55,37.0,37.0
GPU.S2,high,55,143.0,143.0
GPU.S3,low,55,0.0,0.0
GPU.S3,medium,55,0.0,0.0
GPU.S3,high,55,0.0,0.0
CPU.S1,low,56,272106.0,272106.0
CPU.S1,medium,56,353044.5173495185,352804.0
CPU.S1,high,56,161959.0,161959.0
CPU.S2,low,56,60360.0,60360.0
CPU.S2,medium,56,15305.368421052632,19367.0
CPU.S2,high,56,27590.0,27590.0
CPU.S3,low,56,0.0,0.0
CPU.S3,medium,56,0.0,0.0
CPU.S3,high,56,0.0,0.0
CPU.S4,low,56,0.0,0.0
CPU.S4,medium,56,0.0,0.0
CPU.S4,high,56,0.0,0.0
GPU.S1,low,56,474.43099975120685,391.0
GPU.S1,medium,56,1054.8432207321287,823.0
GPU.S1,high,56,4888.999999999998,4797.0
GPU.S2,low,56,10.0,10.0
GPU.S2,medium,56,41.0,41.0
GPU.S2,high,56,144.0,144.0
GPU.S3,low,56,0.0,0.0
GPU.S3,medium,56,0.0,0.0
GPU.S3,high,56,0.0,0.0
CPU.S1,low,57,259188.05929556247,295506.0
CPU.S1,medium,57,366725.2037032258,390222.0
CPU.S1,high,57,154090.0,154090.0
CPU.S2,low,57,61438.73816336502,87443.0
CPU.S2,medium,57,15305.368421052632,6719.0
CPU.S2,high,57,27258.50368131829,20377.0
CPU.S3,low,57,0.0,0.0
CPU.S3,medium,57,0.0,0.0
CPU.S3,high,57,0.0,0.0
CPU.S4,low,57,0.0,0.0
CPU.S4,medium,57,0.0,0.0
CPU.S4,high,57,0.0,0.0
GPU.S1,low,57,485.0,485.0
GPU.S1,medium,57,1108.0,1108.0
GPU.S1,high,57,5055.0,5055.0
GPU.S2,low,57,12.0,12.0
GPU.S2,medium,57,60.0,60.0
GPU.S2,high,57,148.0,148.0
GPU.S3,low,57,0.0,0.0
GPU.S3,medium,57,0.0,0.0
GPU.S3,high,57,0.0,0.0
CPU.S1,low,58,252515.38870966661,307466.0
CPU.S1,medium,58,385799.18031514913,407335.0
CPU.S1,high,58,145812.17046062244,144094.0
CPU.S2,low,58,64743.81587182325,105116.0
CPU.S2,medium,58,16798.482217203273,0.0
CPU.S2,high,58,27885.214724596495,31438.0
CPU.S3,low,58,0.0,0.0
CPU.S3,medium,58,0.0,0.0
CPU.S3,high,58,0.0,0.0
CPU.S4,low,58,0.0,0.0
CPU.S4,medium,58,0.0,0.0
CPU.S4,high,58,0.0,0.0
GPU.S1,low,58,144.64982777304917,566.0
GPU.S1,medium,58,1094.986603639839,1340.0
GPU.S1,high,58,5757.0,5757.0
GPU.S2,low,58,6.0,6.0
GPU.S2,medium,58,70.0,70.0
GPU.S2,high,58,163.0,163.0
GPU.S3,low,58,0.0,0.0
GPU.S3,medium,58,0.0,0.0
GPU.S3,high,58,0.0,0.0
CPU.S1,low,59,272413.7960224228,291917.0
CPU.S1,medium,59,355244.0127371625,429734.0
CPU.S1,high,59,131416.85996154198,129764.0
CPU.S2,low,59,63914.51638389168,126574.0
CPU.S2,medium,59,29530.396500506096,43711.0
CPU.S2,high,59,24932.0,21595.0
CPU.S3,low,59,0.0,0.0
CPU.S3,medium,59,0.0,0.0
CPU.S3,high,59,0.0,0.0
CPU.S4,low,59,0.0,0.0
CPU.S4,medium,59,0.0,0.0
CPU.S4,high,59,0.0,0.0
GPU.S1,low,59,693.3735932866582,545.0
GPU.S1,medium,59,1188.0,1188.0
GPU.S1,high,59,5190.0,5190.0
GPU.S2,low,59,14.0,14.0
GPU.S2,medium,59,68.0,68.0
GPU.S2,high,59,195.0,195.0
GPU.S3,low,59,0.0,0.0
GPU.S3,medium,59,0.0,0.0
GPU.S3,high,59,0.0,0.0
CPU.S1,low,60,252515.38870966664,373789.0
CPU.S1,medium,60,372783.1368074302,497655.0
CPU.S1,high,60,146528.7099553045,147722.0
CPU.S2,low,60,63626.694121187524,113008.0
CPU.S2,medium,60,41822.0,41822.0
CPU.S2,high,60,24932.0,24932.0
CPU.S3,low,60,0.0,0.0
CPU.S3,medium,60,0.0,0.0
CPU.S3,high,60,0.0,0.0
CPU.S4,low,60,0.0,0.0
CPU.S4,medium,60,0.0,0.0
CPU.S4,high,60,0.0,0.0
GPU.S1,low,60,651.9656172467344,316.0
GPU.S1,medium,60,1406.0,1406.0
GPU.S1,high,60,4971.999999999999,4961.0
GPU.S2,low,60,21.0,21.0
GPU.S2,medium,60,87.0,87.0
GPU.S2,high,60,252.0,252.0
GPU.S3,low,60,0.0,0.0
GPU.S3,medium,60,0.0,0.0
GPU.S3,high,60,0.0,0.0
CPU.S1,low,61,252515.38870966664,378263.0
CPU.S1,medium,61,348058.285845839,514584.0
CPU.S1,high,61,146528.7099553045,170286.0
CPU.S2,low,61,43943.81765002745,96764.0
CPU.S2,medium,61,45374.91737517065,49204.0
CPU.S2,high,61,34779.30065691875,38945.0
CPU.S3,low,61,0.0,0.0
CPU.S3,medium,61,0.0,0.0
CPU.S3,high,61,0.0,0.0
CPU.S4,low,61,0.0,0.0
CPU.S4,medium,61,0.0,0.0
CPU.S4,high,61,0.0,0.0
GPU.S1,low,61,250.0,250.0
GPU.S1,medium,61,1415.0,1415.0
GPU.S1,high,61,5423.0,5423.0
GPU.S2,low,61,42.59942609694889,29.0
GPU.S2,medium,61,97.0,97.0
GPU.S2,high,61,222.0,222.0
GPU.S3,low,61,0.0,0.0
GPU.S3,medium,61,0.0,0.0
GPU.S3,high,61,0.0,0.0
CPU.S1,low,62,253905.14136148038,391384.0
CPU.S1,medium,62,372783.1368074301,563220.0
CPU.S1,high,62,162296.0,162296.0
CPU.S2,low,62,44800.90388355543,52664.0
CPU.S2,medium,62,52115.529411764706,55707.0
CPU.S2,high,62,34691.0,34691.0
CPU.S3,low,62,0.0,0.0
CPU.S3,medium,62,0.0,0.0
CPU.S3,high,62,0.0,0.0
CPU.S4,low,62,0.0,0.0
CPU.S4,medium,62,0.0,0.0
CPU.S4,high,62,0.0,0.0
GPU.S1,low,62,486.02956068209204,20.0
GPU.S1,medium,62,1318.2959775438783,1259.0
GPU.S1,high,62,5118.0,5118.0
GPU.S2,low,62,41.530897109045995,44.0
GPU.S2,medium,62,120.0,120.0
GPU.S2,high,62,286.0,286.0
GPU.S3,low,62,0.0,0.0
GPU.S3,medium,62,0.0,0.0
GPU.S3,high,62,0.0,0.0
CPU.S1,low,63,278655.3200359925,382528.0
CPU.S1,medium,63,333575.31977295346,500578.0
CPU.S1,high,63,134886.0,134886.0
CPU.S2,low,63,41391.0,41391.0
CPU.S2,medium,63,52115.529411764706,48414.0
CPU.S2,high,63,38772.294117647056,37931.0
CPU.S3,low,63,0.0,0.0
CPU.S3,medium,63,0.0,0.0
CPU.S3,high,63,0.0,0.0
CPU.S4,low,63,0.0,0.0
CPU.S4,medium,63,0.0,0.0
CPU.S4,high,63,0.0,0.0
GPU.S1,low,63,467.1532599817132,0.0
GPU.S1,medium,63,1318.2959775438783,1123.0
GPU.S1,high,63,5267.139187811644,4951.0
GPU.S2,low,63,47.37990484733127,55.0
GPU.S2,medium,63,148.0,148.0
GPU.S2,high,63,293.0,293.0
GPU.S3,low,63,0.0,0.0
GPU.S3,medium,63,0.0,0.0
GPU.S3,high,63,0.0,0.0
CPU.S1,low,64,294619.45777215215,373898.0
CPU.S1,medium,64,354426.31618534494,478016.0
CPU.S1,high,64,129526.45302739099,109838.0
CPU.S2,low,64,24627.021707405886,23690.0
CPU.S2,medium,64,72843.0,72843.0
CPU.S2,high,64,39253.0,39253.0
CPU.S3,low,64,0.0,0.0
CPU.S3,medium,64,0.0,0.0
CPU.S3,high,64,0.0,0.0
CPU.S4,low,64,0.0,0.0
CPU.S4,medium,64,0.0,0.0
CPU.S4,high,64,0.0,0.0
GPU.S1,low,64,210.0,210.0
GPU.S1,medium,64,1179.5279799076804,1202.0
GPU.S1,high,64,5463.0,5463.0
GPU.S2,low,64,50.0,50.0
GPU.S2,medium,64,168.0,168.0
GPU.S2,high,64,307.0,307.0
GPU.S3,low,64,0.0,0.0
GPU.S3,medium,64,0.0,0.0
GPU.S3,high,64,0.0,0.0
CPU.S1,low,65,294619.45777215215,391370.0
CPU.S1,medium,65,310358.2896152564,537046.0
CPU.S1,high,65,142622.0,142622.0
CPU.S2,low,65,22444.0,22444.0
CPU.S2,medium,65,86004.54251884016,90709.0
CPU.S2,high,65,49100.0,49100.0
CPU.S3,low,65,0.0,0.0
CPU.S3,medium,65,0.0,0.0
CPU.S3,high,65,0.0,0.0
CPU.S4,low,65,0.0,0.0
CPU.S4,medium,65,0.0,0.0
CPU.S4,high,65,0.0,0.0
GPU.S1,low,65,225.0,225.0
GPU.S1,medium,65,1112.0,1112.0
GPU.S1,high,65,5228.0,5228.0
GPU.S2,low,65,56.0,56.0
GPU.S2,medium,65,207.0,207.0
GPU.S2,high,65,306.0,306.0
GPU.S3,low,65,0.0,0.0
GPU.S3,medium,65,0.0,0.0
GPU.S3,high,65,0.0,0.0
CPU.S1,low,66,329280.57045122894,464720.0
CPU.S1,medium,66,295380.839449414,649962.0
CPU.S1,high,66,145766.37482940333,170229.0
